class,obc(%),omc_obc(%),cov_gap(%)
com.google.gson.internal.bind.util.ISO8601Utils,47.252747,18.681318,28.571428
com.google.gson.FieldAttributes,100.0,100.0,0.0
com.google.gson.internal.bind.MapTypeAdapterFactory,83.33333,66.66667,16.666656
com.google.gson.internal.bind.TreeTypeAdapter,91.66667,66.66667,25.0
com.google.gson.stream.JsonWriter,93.61702,1.0638298,92.55319
com.google.gson.internal.bind.ArrayTypeAdapter$1,83.33333,83.33333,0.0
com.google.gson.internal.bind.TreeTypeAdapter$SingleTypeFactory,94.44444,72.22222,22.222221
com.google.gson.internal.bind.TypeAdapters$12,100.0,100.0,0.0
com.google.gson.internal.bind.TypeAdapters$10,100.0,100.0,0.0
com.google.gson.internal.bind.TypeAdapters$11,100.0,100.0,0.0
com.google.gson.internal.ConstructorConstructor$5,50.0,50.0,0.0
com.google.gson.internal.bind.ArrayTypeAdapter,100.0,80.0,20.0
com.google.gson.internal.bind.TypeAdapters$16,83.33333,33.333336,49.999992
com.google.gson.internal.bind.TypeAdapters$17,100.0,100.0,0.0
com.google.gson.internal.bind.TypeAdapters$18,100.0,100.0,0.0
com.google.gson.internal.bind.DateTypeAdapter$1,100.0,100.0,0.0
com.google.gson.internal.bind.TypeAdapters$19,100.0,100.0,0.0
com.google.gson.JsonStreamParser,66.66667,33.333336,33.333336
com.google.gson.JsonObject,100.0,50.0,50.0
com.google.gson.TypeAdapter$1,100.0,50.0,50.0
com.google.gson.Gson$2,100.0,50.0,50.0
com.google.gson.Gson$3,100.0,50.0,50.0
com.google.gson.internal.bind.ObjectTypeAdapter,93.333336,13.333334,80.0
com.google.gson.Gson$4,50.0,25.0,25.0
com.google.gson.internal.bind.DateTypeAdapter,100.0,50.0,50.0
com.google.gson.internal.bind.CollectionTypeAdapterFactory$Adapter,100.0,75.0,25.0
com.google.gson.internal.LinkedHashTreeMap,67.05882,32.352943,34.70588
com.google.gson.internal.bind.TypeAdapters$26$1,100.0,100.0,0.0
com.google.gson.Gson,88.88889,38.88889,50.000004
com.google.gson.internal.LinkedHashTreeMap$LinkedTreeMapIterator,62.5,12.5,50.0
com.google.gson.internal.bind.JsonAdapterAnnotationTypeAdapterFactory,88.88889,66.66667,22.222221
com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,94.44444,66.66667,27.777771
com.google.gson.internal.LinkedHashTreeMap$AvlIterator,100.0,66.66667,33.33333
com.google.gson.internal.$Gson$Types$WildcardTypeImpl,40.0,30.000002,9.999998
com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$1,100.0,30.000002,70.0
com.google.gson.internal.Excluder$1,83.33333,66.66667,16.666656
com.google.gson.internal.bind.JsonTreeReader,93.02326,34.88372,58.13954
com.google.gson.internal.bind.SqlDateTypeAdapter$1,100.0,100.0,0.0
com.google.gson.internal.bind.TypeAdapters$8,25.0,25.0,0.0
com.google.gson.internal.bind.TypeAdapters$7,100.0,100.0,0.0
com.google.gson.internal.bind.TypeAdapters$9,100.0,100.0,0.0
com.google.gson.internal.LinkedTreeMap,72.0,47.333332,24.666668
com.google.gson.internal.bind.TypeAdapters$6,95.0,15.000001,80.0
com.google.gson.internal.bind.ObjectTypeAdapter$1,100.0,100.0,0.0
com.google.gson.internal.LazilyParsedNumber,37.5,37.5,0.0
com.google.gson.internal.LinkedHashTreeMap$AvlBuilder,83.33333,44.444447,38.88888
com.google.gson.internal.bind.TypeAdapters$5,100.0,25.0,75.0
com.google.gson.internal.ConstructorConstructor,96.875,37.5,59.375
com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter,100.0,85.71429,14.285713
com.google.gson.internal.LinkedTreeMap$LinkedTreeMapIterator,62.5,25.0,37.5
com.google.gson.JsonElement,37.5,37.5,0.0
com.google.gson.internal.bind.CollectionTypeAdapterFactory,100.0,100.0,0.0
com.google.gson.FieldNamingPolicy,81.25,31.25,50.0
com.google.gson.DefaultDateTypeAdapter,75.0,62.5,12.5
com.google.gson.JsonPrimitive,81.25,60.000004,21.249996
com.google.gson.internal.UnsafeAllocator,100.0,50.0,50.0
com.google.gson.internal.$Gson$Types$ParameterizedTypeImpl,72.72727,27.272728,45.454544
