method,missed_branch,covered_branch,total_branch
org.apache.commons.csv.CSVFormat.withQuoteMode,0,0,0
org.apache.commons.csv.CSVFormat.trim,13,1,14
org.apache.commons.csv.CSVRecord.getRecordNumber,0,0,0
org.apache.commons.csv.ExtendedBufferedReader.getLastChar,0,0,0
org.apache.commons.csv.CSVRecord.getComment,0,0,0
org.apache.commons.csv.Lexer.parseSimpleToken,0,12,12
org.apache.commons.csv.CSVParser.nextRecord,2,14,16
org.apache.commons.csv.CSVFormat.getDelimiter,0,0,0
org.apache.commons.csv.CSVParser.addRecordValue,0,10,10
org.apache.commons.csv.CSVFormat.toString,5,15,20
org.apache.commons.csv.CSVParser.getCurrentLineNumber,0,0,0
org.apache.commons.csv.ExtendedBufferedReader.lookAhead,0,0,0
org.apache.commons.csv.CSVPrinter.printComment,6,7,13
org.apache.commons.csv.CSVParser.<init>,0,0,0
org.apache.commons.csv.CSVRecord.<clinit>,0,0,0
org.apache.commons.csv.CSVFormat.withIgnoreEmptyLines,0,0,0
org.apache.commons.csv.Lexer.getCurrentLineNumber,0,0,0
org.apache.commons.csv.Lexer.isQuoteChar,0,2,2
org.apache.commons.csv.CSVFormat.getRecordSeparator,0,0,0
org.apache.commons.csv.CSVFormat.println,0,4,4
org.apache.commons.csv.CSVRecord.isConsistent,1,3,4
org.apache.commons.csv.Constants.<clinit>,0,0,0
org.apache.commons.csv.CSVFormat.<clinit>,0,0,0
org.apache.commons.csv.CSVFormat.getIgnoreHeaderCase,0,0,0
org.apache.commons.csv.CSVPrinter.flush,1,1,2
org.apache.commons.csv.CSVFormat.getNullString,0,0,0
org.apache.commons.csv.CSVParser$1.getNextRecord,0,0,0
org.apache.commons.csv.Lexer.isEscape,0,2,2
org.apache.commons.csv.Lexer.readEscape,3,7,10
org.apache.commons.csv.CSVRecord.size,0,0,0
org.apache.commons.csv.Lexer.mapNullToDisabled,0,2,2
org.apache.commons.csv.CSVFormat.getQuoteCharacter,0,0,0
org.apache.commons.csv.CSVFormat.withQuote,0,2,2
org.apache.commons.csv.CSVParser$1.next,0,6,6
org.apache.commons.csv.CSVFormat.getHeaderComments,0,2,2
org.apache.commons.csv.CSVFormat.newFormat,0,0,0
org.apache.commons.csv.CSVFormat.getIgnoreEmptyLines,0,0,0
org.apache.commons.csv.CSVFormat.withTrailingDelimiter,0,0,0
org.apache.commons.csv.CSVPrinter.println,0,0,0
org.apache.commons.csv.Lexer.isStartOfLine,0,6,6
org.apache.commons.csv.CSVParser.getFirstEndOfLine,0,0,0
org.apache.commons.csv.CSVParser.getRecordNumber,0,0,0
org.apache.commons.csv.CSVFormat.withHeader,3,7,10
org.apache.commons.csv.CSVFormat.format,0,0,0
org.apache.commons.csv.CSVFormat.getHeader,0,2,2
org.apache.commons.csv.CSVPrinter.print,0,0,0
org.apache.commons.csv.CSVRecord.hasComment,0,2,2
org.apache.commons.csv.ExtendedBufferedReader.getCurrentLineNumber,0,8,8
org.apache.commons.csv.CSVFormat.equals,3,45,48
org.apache.commons.csv.CSVParser$1.hasNext,0,6,6
org.apache.commons.csv.CSVFormat.getTrailingDelimiter,0,0,0
org.apache.commons.csv.Lexer.<init>,0,0,0
org.apache.commons.csv.CSVFormat.isLineBreak,0,8,8
org.apache.commons.csv.Lexer.isEndOfFile,0,2,2
org.apache.commons.csv.CSVFormat.printRecord,0,4,4
org.apache.commons.csv.Lexer.isMetaChar,1,7,8
org.apache.commons.csv.ExtendedBufferedReader.<init>,0,0,0
org.apache.commons.csv.CSVFormat.getQuoteMode,0,0,0
org.apache.commons.csv.CSVParser.initializeHeader,2,22,24
org.apache.commons.csv.Token.toString,0,0,0
org.apache.commons.csv.CSVFormat.withTrim,0,0,0
org.apache.commons.csv.CSVFormat.printer,0,0,0
org.apache.commons.csv.CSVFormat.withDelimiter,0,2,2
org.apache.commons.csv.CSVParser.close,1,1,2
org.apache.commons.csv.CSVFormat.hashCode,9,11,20
org.apache.commons.csv.CSVParser.isClosed,0,0,0
org.apache.commons.csv.CSVFormat.getIgnoreSurroundingSpaces,0,0,0
org.apache.commons.csv.ExtendedBufferedReader.isClosed,0,0,0
org.apache.commons.csv.Constants.<init>,0,0,0
org.apache.commons.csv.CSVRecord.toMap,0,0,0
org.apache.commons.csv.CSVPrinter.getOut,0,0,0
org.apache.commons.csv.CSVPrinter.printRecord,0,2,2
