method,obc(%),omc_obc(%),cov_gap(%)
org.jfree.chart.axis.ValueAxis.setUpperBound,50.0,50.0,0.0
org.jfree.chart.plot.CategoryPlot.getRendererForDataset,75.0,50.0,25.0
org.jfree.chart.renderer.DefaultPolarItemRenderer.clone,50.0,10.0,40.0
org.jfree.chart.plot.CategoryPlot.setDomainGridlinesVisible,50.0,50.0,0.0
org.jfree.chart.plot.dial.DialPointer$Pin.equals,75.0,75.0,0.0
org.jfree.chart.axis.LogAxis.selectAutoTickUnit,25.0,25.0,0.0
org.jfree.chart.plot.Plot.resolveRangeAxisLocation,42.307693,34.615387,7.6923065
org.jfree.chart.text.TextLine.calculateBaselineOffset,100.0,50.0,50.0
org.jfree.chart.axis.NumberAxis.selectAutoTickUnit,75.0,50.0,25.0
org.jfree.chart.plot.CategoryPlot.setRangeAxis,87.5,25.0,62.5
org.jfree.chart.axis.DateTickUnitType.equals,83.33333,66.66667,16.666656
org.jfree.chart.ChartRenderingInfo.clone,50.0,50.0,0.0
org.jfree.chart.block.RectangleConstraint.calculateConstrainedSize,83.33333,58.333332,24.999996
org.jfree.chart.axis.ValueAxis.findMaximumTickLabelHeight,7.1428576,7.1428576,0.0
org.jfree.chart.renderer.category.StatisticalLineAndShapeRenderer.equals,62.5,62.5,0.0
org.jfree.chart.StandardChartTheme.applyToCategoryItemRenderer,62.5,12.5,50.0
org.jfree.chart.plot.XYPlot.getDatasetsMappedToRangeAxis,100.0,37.5,62.5
org.jfree.chart.needle.LongNeedle.equals,50.0,50.0,0.0
org.jfree.chart.renderer.LookupPaintScale.add,100.0,100.0,0.0
org.jfree.chart.annotations.XYPointerAnnotation.equals,90.0,90.0,0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator.equals,90.0,90.0,0.0
org.jfree.chart.renderer.AbstractRenderer.setSeriesNegativeItemLabelPosition,50.0,50.0,0.0
org.jfree.chart.renderer.xy.StandardXYItemRenderer.setPlotImages,50.0,50.0,0.0
org.jfree.data.KeyToGroupMap.mapKeyToGroup,91.66667,25.0,66.66667
org.jfree.chart.labels.StandardXYItemLabelGenerator.equals,75.0,50.0,25.0
org.jfree.chart.plot.PieLabelRecord.equals,85.0,85.0,0.0
org.jfree.chart.util.SerialUtils.writeShape,88.88889,50.0,38.888893
org.jfree.chart.axis.MonthDateFormat.equals,83.33333,83.33333,0.0
org.jfree.chart.axis.DateAxis.java2DToValue,83.33333,83.33333,0.0
org.jfree.chart.plot.PiePlot.clone,83.33333,41.666664,41.666664
org.jfree.data.DefaultKeyedValues2D.getRowIndex,100.0,50.0,50.0
org.jfree.chart.plot.CombinedRangeXYPlot.equals,75.0,50.0,25.0
org.jfree.chart.renderer.AbstractRenderer.setDefaultStroke,50.0,50.0,0.0
org.jfree.chart.axis.ModuloAxis.mapValueToFixedRange,50.0,50.0,0.0
org.jfree.chart.annotations.CategoryLineAnnotation.equals,87.5,87.5,0.0
org.jfree.chart.plot.DefaultDrawingSupplier.equals,95.83333,91.66667,4.1666565
org.jfree.chart.plot.ThermometerPlot.setThermometerStroke,50.0,50.0,0.0
org.jfree.chart.plot.ValueMarker.equals,87.5,75.0,12.5
org.jfree.chart.plot.dial.StandardDialScale.equals,92.10526,89.47369,2.6315765
org.jfree.data.statistics.DefaultMultiValueCategoryDataset.getValues,100.0,100.0,0.0
org.jfree.data.Range.contains,100.0,100.0,0.0
org.jfree.chart.renderer.xy.CandlestickRenderer.setAutoWidthGap,50.0,50.0,0.0
org.jfree.chart.renderer.category.GroupedStackedBarRenderer.equals,66.66667,66.66667,0.0
org.jfree.chart.ChartFactory.createXYBarChart,62.5,12.5,50.0
org.jfree.data.xy.XYDataItem.compareTo,83.33333,50.0,33.33333
org.jfree.chart.renderer.xy.XYAreaRenderer2.equals,75.0,75.0,0.0
org.jfree.chart.renderer.xy.DeviationRenderer.equals,66.66667,66.66667,0.0
org.jfree.chart.renderer.xy.GradientXYBarPainter.equals,90.0,80.0,10.0
org.jfree.chart.renderer.category.BoxAndWhiskerRenderer.setMeanVisible,50.0,50.0,0.0
org.jfree.chart.plot.FastScatterPlot.clone,50.0,33.333336,16.666664
org.jfree.chart.axis.NumberAxis.estimateMaximumTickLabelWidth,50.0,50.0,0.0
org.jfree.chart.plot.dial.StandardDialRange.equals,68.75,68.75,0.0
org.jfree.chart.labels.MultipleXYSeriesLabelGenerator.clone,25.0,25.0,0.0
org.jfree.chart.StandardChartTheme.applyToCategoryPlot,45.833336,25.0,20.833336
org.jfree.data.KeyedObjects.getObject,75.0,25.0,50.0
org.jfree.chart.axis.SubCategoryAxis.equals,75.0,75.0,0.0
org.jfree.data.time.Month.previous,75.0,25.0,50.0
org.jfree.chart.axis.CategoryLabelPositions.equals,83.33333,83.33333,0.0
org.jfree.chart.annotations.XYBoxAnnotation.equals,65.0,65.0,0.0
org.jfree.chart.JFreeChart.clone,50.0,50.0,0.0
org.jfree.chart.renderer.xy.StackedXYAreaRenderer2.equals,66.66667,66.66667,0.0
org.jfree.chart.plot.dial.DialBackground.equals,100.0,87.5,12.5
org.jfree.chart.plot.FastScatterPlot.setDomainGridlinesVisible,50.0,50.0,0.0
org.jfree.chart.plot.CategoryPlot.getCategoriesForAxis,83.33333,33.333336,49.999992
org.jfree.chart.labels.ItemLabelAnchor.equals,83.33333,66.66667,16.666656
org.jfree.chart.axis.CategoryAxis.reserveSpace,55.555557,27.777779,27.777779
org.jfree.chart.util.LogFormat.equals,78.57143,78.57143,0.0
org.jfree.chart.axis.LogAxis.equals,64.28571,64.28571,0.0
org.jfree.chart.StandardChartTheme.equals,93.75,93.75,0.0
org.jfree.chart.JFreeChart.draw,64.28571,26.190477,38.095238
org.jfree.chart.annotations.XYDrawableAnnotation.equals,77.77778,77.77778,0.0
org.jfree.chart.axis.DateAxis.equals,87.5,87.5,0.0
org.jfree.chart.plot.Crosshair.equals,97.05882,97.05882,0.0
org.jfree.chart.plot.ThermometerPlot.equal,58.333332,58.333332,0.0
org.jfree.chart.block.AbstractBlock.toContentConstraint,100.0,100.0,0.0
org.jfree.chart.axis.DateAxis.refreshTicksVertical,34.375,21.875,12.5
org.jfree.chart.JFreeChart.getSubtitle,100.0,75.0,25.0
org.jfree.chart.entity.CategoryItemEntity.equals,50.0,50.0,0.0
org.jfree.chart.plot.dial.DialPlot.equals,77.27273,72.72727,4.545456
org.jfree.chart.annotations.XYPolygonAnnotation.equals,78.57143,78.57143,0.0
org.jfree.chart.axis.AxisCollection.add,62.5,37.5,25.0
org.jfree.data.category.DefaultIntervalCategoryDataset.generateKeys,100.0,50.0,50.0
org.jfree.chart.axis.DateAxis.refreshTicksHorizontal,40.625,25.0,15.625
org.jfree.chart.axis.Axis.createAndAddEntity,71.42857,21.428572,50.0
org.jfree.chart.renderer.xy.HighLowRenderer.findRangeBounds,100.0,100.0,0.0
org.jfree.chart.renderer.xy.AbstractXYItemRenderer.clone,64.28571,7.1428576,57.142857
org.jfree.chart.labels.AbstractPieItemLabelGenerator.createItemArray,100.0,16.666668,83.33333
org.jfree.chart.imagemap.ImageMapUtils.htmlEscape,100.0,14.285715,85.71429
org.jfree.chart.JFreeChart.equals,90.0,86.666664,3.3333359
org.jfree.chart.renderer.AbstractRenderer.setSeriesItemLabelPaint,50.0,50.0,0.0
org.jfree.chart.renderer.AbstractRenderer.setSeriesPositiveItemLabelPosition,50.0,50.0,0.0
org.jfree.data.Range.shiftWithNoZeroCrossing,100.0,50.0,50.0
org.jfree.data.time.Day.next,100.0,50.0,50.0
org.jfree.chart.plot.PolarPlot.setRadiusGridlinesVisible,50.0,50.0,0.0
org.jfree.chart.renderer.xy.XYDotRenderer.getLegendItem,50.0,25.0,25.0
org.jfree.chart.renderer.xy.StandardXYBarPainter.equals,75.0,50.0,25.0
org.jfree.data.xy.XYSeries.minIgnoreNaN,100.0,25.0,75.0
org.jfree.chart.title.LegendTitle.draw,64.28571,7.1428576,57.142857
org.jfree.chart.ui.StandardGradientPaintTransformer.equals,100.0,83.33333,16.666672
org.jfree.chart.labels.StandardCategoryToolTipGenerator.equals,75.0,75.0,0.0
org.jfree.chart.plot.PolarPlot.setRenderer,50.0,16.666668,33.333332
org.jfree.chart.renderer.category.GradientBarPainter.equals,90.0,80.0,10.0
org.jfree.chart.plot.XYPlot.configureRangeAxes,100.0,50.0,50.0
org.jfree.chart.util.ShapeUtils.clone,100.0,100.0,0.0
org.jfree.chart.JFreeChart.setBackgroundImageAlignment,50.0,50.0,0.0
org.jfree.data.xy.XYSeriesCollection.getRangeBounds,100.0,25.0,75.0
org.jfree.chart.labels.IntervalCategoryToolTipGenerator.equals,75.0,75.0,0.0
org.jfree.chart.annotations.XYShapeAnnotation.hashCode,50.0,50.0,0.0
org.jfree.data.xy.IntervalXYDelegate.getEndX,50.0,50.0,0.0
org.jfree.chart.plot.CombinedRangeXYPlot.getSubplots,50.0,50.0,0.0
org.jfree.chart.axis.AxisLocation.equals,83.33333,16.666668,66.66666
org.jfree.chart.annotations.CategoryPointerAnnotation.equals,90.909096,90.909096,0.0
org.jfree.chart.title.TextTitle.setPaint,100.0,50.0,50.0
org.jfree.data.general.AbstractDataset.notifyListeners,75.0,50.0,25.0
org.jfree.chart.urls.CustomPieURLGenerator.getURLCount,50.0,50.0,0.0
org.jfree.chart.plot.MeterPlot.setTickLabelFont,50.0,50.0,0.0
org.jfree.chart.axis.CategoryAxis.setTickLabelPaint,50.0,50.0,0.0
org.jfree.chart.HashUtils.hashCodeForDoubleArray,75.0,50.0,25.0
org.jfree.chart.plot.MeterPlot.setTickLabelPaint,50.0,50.0,0.0
org.jfree.chart.plot.CategoryPlot.cloneMarkerMap,50.0,50.0,0.0
org.jfree.chart.plot.FastScatterPlot.equals,84.375,84.375,0.0
org.jfree.chart.renderer.category.AreaRenderer.equals,83.33333,66.66667,16.666656
org.jfree.chart.title.Title.setPosition,50.0,50.0,0.0
org.jfree.chart.block.AbstractBlock.trimToContentWidth,83.33333,33.333336,49.999992
org.jfree.chart.renderer.AbstractRenderer.setSeriesShape,100.0,50.0,50.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.getLegendItems,44.444447,44.444447,0.0
org.jfree.chart.axis.StandardTickUnitSource.equals,50.0,50.0,0.0
org.jfree.chart.StandardChartTheme.applyToXYPlot,46.153847,23.076923,23.076923
org.jfree.chart.axis.LogAxis.valueToJava2D,33.333336,33.333336,0.0
org.jfree.chart.plot.XYPlot.getDatasetsMappedToDomainAxis,100.0,37.5,62.5
org.jfree.chart.axis.LogarithmicAxis.adjustedLog10,62.5,37.5,25.0
org.jfree.chart.LegendItemCollection.equals,83.33333,83.33333,0.0
org.jfree.chart.renderer.AbstractRenderer.isSeriesVisibleInLegend,100.0,50.0,50.0
org.jfree.chart.plot.CategoryPlot.datasetsMappedToDomainAxis,60.000004,40.0,20.000004
org.jfree.chart.plot.XYPlot.indexOf,100.0,50.0,50.0
org.jfree.chart.plot.CategoryPlot.datasetChanged,100.0,66.66667,33.33333
org.jfree.chart.axis.CategoryAxis.refreshTicks,59.090908,18.181818,40.90909
org.jfree.chart.renderer.xy.XYSplineRenderer.equals,80.0,80.0,0.0
org.jfree.data.category.DefaultCategoryDataset.equals,94.44444,33.333336,61.111107
org.jfree.chart.ChartFactory.createPieChart,4.347826,2.173913,2.173913
org.jfree.chart.axis.TickUnits.equals,50.0,50.0,0.0
org.jfree.chart.axis.DateAxis.getMinimumDate,50.0,50.0,0.0
org.jfree.chart.plot.CombinedRangeCategoryPlot.getSubplots,50.0,50.0,0.0
org.jfree.chart.ChartRenderingInfo.equals,90.0,70.0,20.0
org.jfree.chart.renderer.LookupPaintScale$PaintItem.compareTo,100.0,100.0,0.0
org.jfree.chart.plot.PolarPlot.getDataset,100.0,50.0,50.0
org.jfree.data.xy.AbstractXYDataset.getYValue,100.0,50.0,50.0
org.jfree.chart.urls.CustomCategoryURLGenerator.getURLCount,100.0,50.0,50.0
org.jfree.chart.plot.CompassPlot.equals,75.0,75.0,0.0
org.jfree.data.xy.XYSeriesCollection.getDomainOrder,100.0,50.0,50.0
org.jfree.chart.util.SerialUtils.writeAttributedString,87.5,37.5,50.0
org.jfree.chart.plot.XYPlot.calculateDomainAxisSpace,75.0,25.0,50.0
org.jfree.chart.renderer.category.MinMaxCategoryRenderer.setDrawLines,50.0,50.0,0.0
org.jfree.chart.plot.XYPlot.findRangeAxisIndex,100.0,100.0,0.0
org.jfree.chart.renderer.AbstractRenderer.setSeriesItemLabelsVisible,50.0,50.0,0.0
org.jfree.chart.plot.PolarPlot.getRenderer,100.0,50.0,50.0
org.jfree.chart.plot.XYPlot.findDomainAxisIndex,100.0,100.0,0.0
org.jfree.chart.util.DefaultShadowGenerator.equals,57.14286,57.14286,0.0
org.jfree.chart.renderer.xy.HighLowRenderer.equals,81.25,81.25,0.0
org.jfree.chart.annotations.XYShapeAnnotation.equals,78.57143,78.57143,0.0
org.jfree.chart.urls.CustomCategoryURLGenerator.getURL,50.0,50.0,0.0
org.jfree.chart.axis.CategoryAnchor.equals,83.33333,66.66667,16.666656
org.jfree.chart.title.CompositeTitle.equals,75.0,75.0,0.0
org.jfree.chart.plot.CategoryPlot.datasetsMappedToRangeAxis,100.0,37.5,62.5
org.jfree.chart.renderer.xy.XYBubbleRenderer.equals,66.66667,66.66667,0.0
org.jfree.chart.renderer.AbstractRenderer.setDefaultItemLabelsVisible,50.0,50.0,0.0
org.jfree.chart.axis.NumberAxis.java2DToValue,83.33333,83.33333,0.0
org.jfree.chart.plot.MultiplePiePlot.equals,94.44444,88.88889,5.5555496
org.jfree.data.xy.IntervalXYDelegate.getStartX,50.0,50.0,0.0
org.jfree.chart.urls.CustomXYURLGenerator.addURLSeries,100.0,50.0,50.0
org.jfree.chart.plot.CategoryPlot.findRangeAxisIndex,100.0,100.0,0.0
org.jfree.chart.urls.CustomXYURLGenerator.getURL,50.0,50.0,0.0
org.jfree.data.time.RegularTimePeriod.downsize,35.714287,35.714287,0.0
org.jfree.data.Range.equals,100.0,66.66667,33.33333
org.jfree.chart.block.GridArrangement.equals,75.0,75.0,0.0
org.jfree.chart.axis.CategoryAxis.equals,100.0,88.46153,11.538467
org.jfree.chart.JFreeChart.addSubtitle,100.0,75.0,25.0
org.jfree.chart.labels.ItemLabelPosition.equals,75.0,58.333332,16.666668
org.jfree.chart.axis.LogAxis.createTickLabel,50.0,25.0,25.0
org.jfree.chart.axis.ValueAxis.setRange,83.33333,16.666668,66.66666
org.jfree.chart.plot.CombinedRangeCategoryPlot.add,50.0,25.0,25.0
org.jfree.data.xy.XYSeriesCollection.removeAllSeries,100.0,50.0,50.0
org.jfree.chart.plot.SpiderWebPlot.setInteriorGap,50.0,16.666668,33.333332
org.jfree.chart.axis.LogAxis.autoAdjustRange,60.000004,20.0,40.000004
org.jfree.data.DefaultKeyedValues.setValue,100.0,50.0,50.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator.clone,50.0,50.0,0.0
org.jfree.chart.renderer.AbstractRenderer.setDefaultPositiveItemLabelPosition,50.0,50.0,0.0
org.jfree.chart.axis.CategoryAxis.writePaintMap,75.0,50.0,25.0
org.jfree.chart.labels.HighLowItemLabelGenerator.clone,50.0,50.0,0.0
org.jfree.chart.labels.StandardXYZToolTipGenerator.equals,80.0,80.0,0.0
org.jfree.chart.block.BorderArrangement.arrangeFN,100.0,50.0,50.0
org.jfree.chart.entity.CategoryLabelEntity.equals,66.66667,66.66667,0.0
org.jfree.chart.title.TextTitle.setFont,100.0,50.0,50.0
org.jfree.chart.renderer.xy.CandlestickRenderer.equals,91.66667,91.66667,0.0
org.jfree.chart.axis.ValueAxis.setUpperMargin,50.0,50.0,0.0
org.jfree.chart.renderer.xy.XYDifferenceRenderer.getLegendItem,50.0,25.0,25.0
org.jfree.data.category.DefaultIntervalCategoryDataset.getSeriesIndex,100.0,75.0,25.0
org.jfree.chart.renderer.category.BarRenderer.findRangeBounds,100.0,66.66667,33.33333
org.jfree.data.DefaultKeyedValues2D.setValue,100.0,66.66667,33.33333
org.jfree.data.statistics.DefaultMultiValueCategoryDataset.add,88.88889,16.666668,72.22223
org.jfree.chart.plot.XYPlot.clone,90.909096,18.181818,72.72728
org.jfree.chart.axis.LogAxis.refreshTicks,25.0,25.0,0.0
org.jfree.chart.renderer.RendererUtils.findLiveItemsLowerBound,96.666664,30.000002,66.666664
org.jfree.chart.renderer.category.BoxAndWhiskerRenderer.setMedianVisible,50.0,50.0,0.0
org.jfree.chart.panel.CrosshairOverlay.equals,62.5,62.5,0.0
org.jfree.chart.plot.Marker.notifyListeners,75.0,50.0,25.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.getLegendItem,50.0,25.0,25.0
org.jfree.chart.block.BorderArrangement.equals,85.71429,85.71429,0.0
org.jfree.chart.date.SerialDate.lastDayOfMonth,100.0,75.0,25.0
org.jfree.chart.plot.CategoryPlot.setDataset,100.0,25.0,75.0
org.jfree.chart.renderer.category.LineAndShapeRenderer.getLegendItem,50.0,18.75,31.25
org.jfree.data.xy.AbstractIntervalXYDataset.getEndXValue,50.0,50.0,0.0
org.jfree.chart.plot.MeterPlot.setTickLabelsVisible,50.0,50.0,0.0
org.jfree.chart.util.SerialUtils.writePaint,75.0,50.0,25.0
org.jfree.chart.axis.DateAxis.previousStandardDate,90.0,76.0,14.0
org.jfree.chart.axis.NumberAxis.refreshTicks,75.0,50.0,25.0
org.jfree.chart.plot.ThermometerPlot.setUnits,50.0,50.0,0.0
org.jfree.chart.plot.ThermometerPlot.setSubrangePaint,50.0,50.0,0.0
org.jfree.chart.renderer.xy.XYAreaRenderer.equals,88.88889,88.88889,0.0
org.jfree.chart.labels.CustomXYToolTipGenerator.equals,50.0,16.666668,33.333332
org.jfree.chart.plot.XYPlot.setRangeAxis,71.42857,14.285715,57.14286
org.jfree.chart.util.SerialUtils.readPoint2D,50.0,25.0,25.0
org.jfree.chart.renderer.xy.XYBoxAndWhiskerRenderer.setBoxWidth,50.0,50.0,0.0
org.jfree.chart.renderer.xy.StandardXYItemRenderer.equals,91.66667,91.66667,0.0
org.jfree.chart.plot.dial.ArcDialFrame.equals,94.44444,88.88889,5.5555496
org.jfree.chart.plot.DefaultDrawingSupplier.readObject,100.0,50.0,50.0
org.jfree.chart.labels.StandardXYSeriesLabelGenerator.equals,83.33333,66.66667,16.666656
org.jfree.chart.entity.ChartEntity.equals,80.0,80.0,0.0
org.jfree.chart.renderer.AbstractRenderer.lookupSeriesFillPaint,75.0,50.0,25.0
org.jfree.data.KeyedObjects2D.setObject,100.0,75.0,25.0
org.jfree.chart.ui.RectangleInsets.equals,71.42857,64.28571,7.1428604
org.jfree.chart.renderer.xy.StandardXYItemRenderer.setBaseShapesVisible,50.0,50.0,0.0
org.jfree.chart.plot.PiePlot.setInteriorGap,50.0,16.666668,33.333332
org.jfree.chart.block.FlowArrangement.equals,91.66667,83.33333,8.3333435
org.jfree.chart.renderer.xy.XYDifferenceRenderer.equals,81.25,81.25,0.0
org.jfree.chart.block.LineBorder.equals,90.0,90.0,0.0
org.jfree.chart.renderer.xy.XYAreaRenderer.<init>,100.0,50.0,50.0
org.jfree.chart.title.Title.notifyListeners,66.66667,50.0,16.666672
org.jfree.chart.renderer.xy.StandardXYItemRenderer.<init>,50.0,12.5,37.5
org.jfree.data.xy.DefaultXYZDataset.removeSeries,50.0,50.0,0.0
org.jfree.chart.plot.CombinedRangeCategoryPlot.getDataRange,100.0,50.0,50.0
org.jfree.chart.plot.PiePlot3D.equals,87.5,75.0,12.5
org.jfree.chart.axis.DateAxis.refreshTicks,75.0,75.0,0.0
org.jfree.chart.axis.NumberTickUnitSource.next,75.0,50.0,25.0
org.jfree.data.general.DatasetUtils.createCategoryDataset,62.5,8.333334,54.166664
org.jfree.chart.plot.Plot.resolveDomainAxisLocation,30.769232,23.076923,7.6923084
org.jfree.chart.axis.NumberTickUnit.hashCode,50.0,50.0,0.0
org.jfree.chart.plot.CombinedRangeCategoryPlot.equals,62.5,50.0,12.5
org.jfree.chart.renderer.category.CategoryStepRenderer.equals,66.66667,66.66667,0.0
org.jfree.chart.text.TextUtils.getTextBounds,50.0,50.0,0.0
org.jfree.chart.annotations.XYPolygonAnnotation.hashCode,50.0,50.0,0.0
org.jfree.chart.block.LabelBlock.equals,93.75,93.75,0.0
org.jfree.chart.plot.CombinedDomainCategoryPlot.remove,70.0,40.0,30.0
org.jfree.chart.util.ObjectUtils.equal,100.0,100.0,0.0
org.jfree.chart.block.GridArrangement.arrangeFF,100.0,62.5,37.5
org.jfree.chart.JFreeChart.setTitle,62.5,37.5,25.0
org.jfree.chart.renderer.xy.XYAreaRenderer.getLegendItem,50.0,20.0,30.0
org.jfree.data.xy.DefaultOHLCDataset.getLowValue,50.0,50.0,0.0
org.jfree.chart.entity.PieSectionEntity.equals,83.33333,83.33333,0.0
org.jfree.chart.axis.NumberAxis.equals,100.0,85.71429,14.285713
org.jfree.chart.util.ShapeList.equals,75.0,37.5,37.5
org.jfree.chart.urls.CustomPieURLGenerator.getURL,50.0,50.0,0.0
org.jfree.data.general.DatasetUtils.findStackedRangeBounds,95.454544,38.636364,56.81818
org.jfree.chart.block.GridArrangement.arrangeFR,100.0,100.0,0.0
org.jfree.chart.axis.MarkerAxisBand.equals,81.25,81.25,0.0
org.jfree.chart.plot.CategoryPlot.getDomainAxisIndex,100.0,50.0,50.0
org.jfree.chart.plot.PolarPlot.clone,91.66667,33.333336,58.333336
org.jfree.chart.title.TextTitle.equals,100.0,90.909096,9.090904
org.jfree.chart.block.GridArrangement.arrangeFN,100.0,75.0,25.0
org.jfree.chart.labels.AbstractXYItemLabelGenerator.clone,75.0,37.5,37.5
org.jfree.chart.annotations.XYTitleAnnotation.equals,66.66667,66.66667,0.0
org.jfree.chart.plot.CombinedDomainCategoryPlot.getSubplots,50.0,50.0,0.0
org.jfree.chart.renderer.xy.CandlestickRenderer.setDrawVolume,50.0,50.0,0.0
org.jfree.data.time.Day.compareTo,25.0,25.0,0.0
org.jfree.chart.labels.AbstractXYItemLabelGenerator.equals,81.25,25.0,56.25
org.jfree.chart.axis.NumberAxis.selectVerticalAutoTickUnit,50.0,25.0,25.0
org.jfree.chart.plot.XYPlot.datasetChanged,100.0,50.0,50.0
org.jfree.chart.plot.dial.DialTextAnnotation.equals,81.25,81.25,0.0
org.jfree.chart.needle.ArrowNeedle.equals,75.0,75.0,0.0
org.jfree.chart.renderer.xy.StackedXYAreaRenderer2.getStackValues,66.66667,50.0,16.666672
org.jfree.chart.util.LineUtils.clipLine,55.0,30.000002,24.999998
org.jfree.chart.plot.DefaultDrawingSupplier.writeObject,100.0,50.0,50.0
org.jfree.chart.plot.SpiderWebPlot.equals,94.64286,94.64286,0.0
org.jfree.data.xy.XYSeriesCollection.getDomainBounds,100.0,70.0,30.0
org.jfree.chart.block.BorderArrangement.arrangeRR,50.0,15.000001,35.0
org.jfree.chart.plot.CombinedRangeXYPlot.getDataRange,100.0,50.0,50.0
org.jfree.chart.renderer.xy.XYDotRenderer.equals,80.0,80.0,0.0
org.jfree.chart.axis.CategoryAxis.equalPaintMaps,100.0,100.0,0.0
