method,sc,omc_sc,cov_gap
org.jfree.chart.block.AbstractBlock.calculateTotalWidth,100.0,100.0,0.0
org.jfree.chart.renderer.category.StandardBarPainter.equals,80.0,60.000004,19.999996
org.jfree.chart.renderer.category.BarRenderer.setShadowYOffset,100.0,50.0,50.0
org.jfree.chart.renderer.AbstractRenderer.setSeriesItemLabelFont,100.0,75.0,25.0
org.jfree.chart.plot.XYPlot.getRangeAxisEdge,100.0,66.66667,33.33333
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.getDrawingSupplier,100.0,80.0,20.0
org.jfree.chart.plot.XYPlot.getDataRange,80.0,68.0,12.0
org.jfree.chart.plot.MeterPlot.setValuePaint,100.0,33.333336,66.666664
org.jfree.chart.urls.CustomPieURLGenerator.clone,100.0,75.0,25.0
org.jfree.data.xy.XYSeries.getY,100.0,100.0,0.0
org.jfree.data.xy.XYSeries.getX,100.0,100.0,0.0
org.jfree.chart.axis.NumberAxis.setAutoRangeStickyZero,100.0,40.0,60.0
org.jfree.chart.title.LegendGraphic.<init>,100.0,70.0,30.0
org.jfree.chart.axis.CategoryLabelPosition.hashCode,100.0,100.0,0.0
org.jfree.chart.plot.dial.DialTextAnnotation.setPaint,100.0,33.333336,66.666664
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator.clone,100.0,100.0,0.0
org.jfree.chart.renderer.xy.XYBoxAndWhiskerRenderer.equals,81.25,81.25,0.0
org.jfree.chart.ui.RectangleEdge.isLeftOrRight,100.0,100.0,0.0
org.jfree.chart.plot.MeterPlot.getDataset,100.0,100.0,0.0
org.jfree.chart.renderer.category.BarRenderer.getLegendItem,86.666664,30.000002,56.666664
org.jfree.chart.urls.CustomXYURLGenerator.getListCount,100.0,100.0,0.0
org.jfree.chart.plot.dial.DialTextAnnotation.setFont,100.0,33.333336,66.666664
org.jfree.data.xy.DefaultOHLCDataset.getSeriesKey,100.0,100.0,0.0
org.jfree.chart.plot.SpiderWebPlot.getDataset,100.0,100.0,0.0
org.jfree.chart.plot.CategoryPlot.getIndexOf,75.0,50.0,25.0
org.jfree.chart.JFreeChart.drawTitle,67.5,52.499996,15.000004
org.jfree.chart.renderer.xy.StackedXYAreaRenderer.clone,100.0,100.0,0.0
org.jfree.chart.renderer.AbstractRenderer.getAutoPopulateSeriesPaint,100.0,100.0,0.0
org.jfree.chart.plot.PlotRenderingInfo.clone,80.0,80.0,0.0
org.jfree.chart.plot.PlotRenderingInfo.getDataArea,100.0,100.0,0.0
org.jfree.chart.block.BorderArrangement.arrangeNN,100.0,84.210526,15.7894745
org.jfree.data.time.TimeSeriesDataItem.<init>,100.0,50.0,50.0
org.jfree.chart.axis.MonthDateFormat.<init>,77.77778,50.0,27.777779
org.jfree.chart.axis.NumberAxis.refreshTicksVertical,79.591835,38.77551,40.816326
org.jfree.chart.StandardChartTheme.applyToPlot,54.166668,29.166666,25.000002
org.jfree.chart.renderer.LookupPaintScale.writeObject,100.0,25.0,75.0
org.jfree.data.xy.IntervalXYDelegate.<init>,100.0,57.14286,42.85714
org.jfree.chart.title.CompositeTitle.<init>,100.0,75.0,25.0
org.jfree.chart.renderer.AbstractRenderer.hashCode,100.0,100.0,0.0
org.jfree.chart.plot.PiePlot.setLabelShadowPaint,100.0,50.0,50.0
org.jfree.chart.renderer.category.LevelRenderer.hashCode,100.0,100.0,0.0
org.jfree.chart.plot.CategoryPlot.setAxisOffset,100.0,33.333336,66.666664
org.jfree.chart.plot.dial.DialValueIndicator.setPaint,100.0,33.333336,66.666664
