class,missed_stmt,covered_stmt,total_stmts
org.jfree.chart.panel.Overlay,0,0,0
org.jfree.data.xy.VectorSeriesCollection,27,23,50
org.jfree.chart.ChartTheme,0,0,0
org.jfree.chart.renderer.xy.AbstractXYItemRenderer,285,231,516
org.jfree.data.xml.CategorySeriesHandler,21,0,21
org.jfree.chart.labels.XYSeriesLabelGenerator,0,0,0
org.jfree.chart.plot.CrosshairState,33,13,46
org.jfree.chart.urls.TimeSeriesURLGenerator,7,36,43
org.jfree.data.resources.DataPackageResources_ru,1,0,1
org.jfree.chart.plot.PieLabelRecord,9,42,51
org.jfree.chart.block.ColorBlock,11,15,26
org.jfree.data.DomainOrder,5,13,18
org.jfree.chart.axis.AxisState,10,11,21
org.jfree.chart.renderer.AbstractRenderer,114,468,582
org.jfree.chart.renderer.xy.XYStepRenderer,20,53,73
org.jfree.chart.annotations.XYDataImageAnnotation,69,0,69
org.jfree.chart.renderer.xy.HighLowRenderer,75,39,114
org.jfree.chart.plot.RingPlot,100,73,173
org.jfree.chart.block.RectangleConstraint,3,54,57
org.jfree.chart.renderer.DefaultPolarItemRenderer,174,86,260
org.jfree.chart.title.Title,8,61,69
org.jfree.data.jdbc.JDBCPieDataset,54,0,54
org.jfree.chart.labels.PieToolTipGenerator,0,0,0
org.jfree.data.gantt.SlidingGanttCategoryDataset,75,25,100
org.jfree.chart.block.LineBorder,36,24,60
org.jfree.chart.axis.DateTickMarkPosition,3,14,17
org.jfree.chart.urls.StandardPieURLGenerator,3,26,29
org.jfree.chart.axis.QuarterDateFormat,17,14,31
org.jfree.data.DefaultKeyedValues2D,17,118,135
org.jfree.data.xy.DefaultOHLCDataset,22,31,53
org.jfree.chart.plot.dial.DialLayerChangeEvent,1,2,3
org.jfree.chart.renderer.xy.GradientXYBarPainter,106,20,126
org.jfree.chart.block.BorderArrangement,27,190,217
org.jfree.chart.plot.CombinedDomainXYPlot,72,134,206
org.jfree.chart.ui.Drawable,0,0,0
org.jfree.chart.renderer.xy.SamplingXYLineRenderer,81,0,81
org.jfree.data.time.Day,9,68,77
org.jfree.data.general.SeriesDataset,0,0,0
org.jfree.data.xy.XYDataset,0,0,0
org.jfree.chart.encoders.EncoderUtil,16,0,16
org.jfree.chart.block.Arrangement,0,0,0
org.jfree.chart.plot.Plot,97,206,303
org.jfree.chart.title.LegendItemBlockContainer,3,22,25
org.jfree.chart.text.TextUtils,58,179,237
org.jfree.chart.plot.ValueAxisPlot,0,0,0
org.jfree.chart.renderer.category.IntervalBarRenderer,17,41,58
org.jfree.chart.renderer.category.BarRenderer,121,222,343
org.jfree.data.json.impl.JSONObject,44,0,44
org.jfree.chart.event.AxisChangeEvent,0,3,3
org.jfree.chart.LegendItem,21,171,192
org.jfree.chart.servlet.ChartDeleter,9,0,9
org.jfree.chart.renderer.xy.XYErrorRenderer,67,40,107
org.jfree.chart.renderer.xy.StackedXYAreaRenderer,50,104,154
org.jfree.chart.urls.CategoryURLGenerator,0,0,0
org.jfree.chart.ui.GradientPaintTransformType,5,16,21
org.jfree.chart.LegendRenderingOrder,15,0,15
org.jfree.chart.plot.PlotRenderingInfo,12,35,47
org.jfree.chart.renderer.xy.CandlestickRenderer,142,77,219
org.jfree.data.xy.AbstractXYZDataset,5,0,5
org.jfree.data.time.RegularTimePeriod,11,25,36
org.jfree.chart.entity.TickLabelEntity,0,1,1
org.jfree.data.time.TimeSeries,62,301,363
org.jfree.chart.panel.CrosshairOverlay,218,22,240
org.jfree.chart.ChartHints,8,0,8
org.jfree.chart.renderer.category.StandardBarPainter,51,6,57
org.jfree.chart.renderer.xy.StackedXYAreaRenderer2,159,33,192
org.jfree.chart.ui.FontChooserPanel,58,0,58
org.jfree.chart.entity.CategoryItemEntity,13,12,25
org.jfree.chart.plot.AbstractPieLabelDistributor,0,6,6
org.jfree.chart.util.BooleanList,2,4,6
org.jfree.chart.annotations.TextAnnotation,2,60,62
org.jfree.data.DataUtils,15,64,79
org.jfree.chart.util.AbstractObjectList,7,50,57
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator,1,20,21
org.jfree.data.xy.IntervalXYDataset,0,0,0
org.jfree.chart.renderer.xy.XYLineAndShapeRenderer,53,200,253
org.jfree.chart.needle.LineNeedle,11,4,15
org.jfree.data.xy.Vector,5,17,22
org.jfree.data.general.DefaultPieDataset,20,35,55
org.jfree.chart.entity.CategoryLabelEntity,12,8,20
org.jfree.data.statistics.MeanAndStandardDeviation,2,22,24
org.jfree.chart.plot.DefaultDrawingSupplier,4,135,139
org.jfree.data.category.DefaultIntervalCategoryDataset,36,137,173
org.jfree.chart.plot.PieLabelDistributor,20,38,58
org.jfree.chart.event.OverlayChangeEvent,0,1,1
org.jfree.chart.labels.CrosshairLabelGenerator,0,0,0
org.jfree.chart.annotations.XYTitleAnnotation,34,71,105
org.jfree.data.xy.XIntervalSeriesCollection,34,22,56
org.jfree.chart.annotations.XYAnnotationBoundsInfo,0,0,0
org.jfree.data.category.CategoryDataset,0,0,0
org.jfree.data.general.DefaultHeatMapDataset,13,47,60
org.jfree.data.ComparableObjectItem,5,22,27
org.jfree.data.xy.XYSeries,25,205,230
org.jfree.data.time.ohlc.OHLCSeriesCollection,38,43,81
org.jfree.chart.labels.AbstractCategoryItemLabelGenerator,9,57,66
org.jfree.chart.axis.TickUnit,5,21,26
org.jfree.chart.ChartColor,1,1,2
org.jfree.data.KeyedValueComparatorType,10,1,11
org.jfree.data.gantt.TaskSeriesCollection,15,153,168
org.jfree.chart.util.PaintAlpha,77,0,77
org.jfree.chart.annotations.CategoryPointerAnnotation,47,72,119
org.jfree.data.time.ohlc.OHLC,2,26,28
org.jfree.chart.util.StrokeList,12,15,27
org.jfree.chart.plot.dial.DialLayerChangeListener,0,0,0
org.jfree.chart.urls.URLUtilities,10,0,10
org.jfree.chart.util.ArrayUtils,42,16,58
org.jfree.chart.axis.TickUnitSource,0,0,0
org.jfree.chart.plot.CategoryMarker,3,21,24
org.jfree.chart.imagemap.OverLIBToolTipTagFragmentGenerator,0,2,2
org.jfree.data.xy.MatrixSeriesCollection,38,15,53
org.jfree.chart.block.AbstractBlock,12,106,118
org.jfree.chart.plot.XYPlot,377,1110,1487
org.jfree.chart.annotations.AbstractXYAnnotation,17,13,30
org.jfree.chart.util.TableOrder,1,1,2
org.jfree.chart.ChartFactory,264,288,552
org.jfree.data.xy.MatrixSeries,3,32,35
org.jfree.chart.title.ImageTitle,82,0,82
org.jfree.chart.labels.StandardPieToolTipGenerator,2,5,7
org.jfree.data.xml.RootHandler,14,0,14
org.jfree.chart.renderer.xy.WindItemRenderer,45,2,47
org.jfree.chart.encoders.ImageEncoderFactory,24,0,24
org.jfree.chart.labels.SymbolicXYItemLabelGenerator,21,6,27
org.jfree.data.time.TimeSeriesDataItem,4,28,32
org.jfree.chart.encoders.ImageEncoder,0,0,0
org.jfree.chart.annotations.XYLineAnnotation,32,43,75
org.jfree.chart.ui.Align,18,0,18
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,62,60,122
org.jfree.chart.plot.SpiderWebPlot,61,341,402
org.jfree.chart.renderer.xy.XYItemRendererState,2,7,9
org.jfree.data.xy.XYBarDataset,22,24,46
org.jfree.data.resources.DataPackageResources_pl,1,0,1
org.jfree.chart.plot.ThermometerPlot,227,142,369
org.jfree.data.xy.VectorXYDataset,0,0,0
org.jfree.chart.util.DefaultShadowGenerator,75,16,91
org.jfree.data.time.Hour,16,73,89
org.jfree.chart.title.PaintScaleLegend,123,75,198
org.jfree.chart.axis.PeriodAxisLabelInfo,9,56,65
org.jfree.chart.labels.AbstractXYItemLabelGenerator,14,58,72
org.jfree.data.xy.XYDatasetTableModel,26,0,26
org.jfree.chart.ui.LengthAdjustmentType,5,13,18
org.jfree.chart.axis.SubCategoryAxis,64,62,126
org.jfree.chart.axis.NumberTickUnit,2,20,22
org.jfree.chart.util.CloneUtils,10,9,19
org.jfree.chart.imagemap.DynamicDriveToolTipTagFragmentGenerator,4,0,4
org.jfree.chart.title.TextTitle,111,135,246
org.jfree.data.time.ohlc.OHLCItem,5,14,19
org.jfree.chart.editor.DefaultPolarPlotEditor,52,0,52
org.jfree.data.statistics.StatisticalCategoryDataset,0,0,0
org.jfree.chart.renderer.RendererUtils,4,93,97
org.jfree.data.statistics.Statistics,45,95,140
org.jfree.chart.labels.IntervalCategoryItemLabelGenerator,19,3,22
org.jfree.chart.event.ChartChangeEvent,3,6,9
org.jfree.data.KeyedValues2D,0,0,0
org.jfree.data.Values,0,0,0
org.jfree.data.xml.ItemHandler,23,0,23
org.jfree.chart.axis.CyclicNumberAxis,296,41,337
org.jfree.chart.text.TextBlockAnchor,9,21,30
org.jfree.chart.axis.LogTick,3,0,3
org.jfree.chart.needle.MiddlePinNeedle,25,5,30
org.jfree.data.general.SeriesException,0,1,1
org.jfree.data.general.HeatMapUtils,25,0,25
org.jfree.chart.event.ChartChangeListener,0,0,0
org.jfree.chart.renderer.category.LevelRenderer,26,81,107
org.jfree.chart.entity.AxisEntity,28,5,33
org.jfree.chart.event.ChartProgressListener,0,0,0
org.jfree.chart.renderer.xy.XYDotRenderer,30,51,81
org.jfree.chart.labels.AbstractPieItemLabelGenerator,2,50,52
org.jfree.data.xml.PieDatasetHandler,15,0,15
org.jfree.chart.text.TextBox,34,61,95
org.jfree.chart.plot.WaferMapPlot,110,0,110
org.jfree.chart.labels.CategorySeriesLabelGenerator,0,0,0
org.jfree.chart.plot.PolarAxisLocation,3,24,27
org.jfree.chart.needle.WindNeedle,13,5,18
org.jfree.chart.renderer.OutlierListCollection,17,4,21
org.jfree.chart.ui.StandardGradientPaintTransformer,13,13,26
org.jfree.chart.axis.MarkerAxisBand,35,26,61
org.jfree.chart.axis.CategoryAxis,76,335,411
org.jfree.chart.renderer.xy.XYItemRenderer,0,0,0
org.jfree.data.xy.AbstractIntervalXYDataset,0,20,20
org.jfree.chart.renderer.RendererState,0,11,11
org.jfree.data.xy.OHLCDataItem,9,24,33
org.jfree.chart.entity.StandardEntityCollection,11,16,27
org.jfree.data.function.NormalDistributionFunction2D,5,17,22
org.jfree.data.statistics.BoxAndWhiskerCalculator,7,59,66
org.jfree.chart.ui.RectangleEdge,17,26,43
org.jfree.chart.axis.LogarithmicAxis,235,50,285
org.jfree.chart.plot.CompassPlot,169,83,252
org.jfree.data.xy.YIntervalSeriesCollection,19,33,52
org.jfree.data.xy.AbstractXYDataset,0,11,11
org.jfree.chart.labels.StandardXYSeriesLabelGenerator,1,20,21
org.jfree.data.general.HeatMapDataset,0,0,0
org.jfree.chart.annotations.XYPointerAnnotation,56,70,126
org.jfree.chart.plot.dial.DialValueIndicator,66,99,165
org.jfree.chart.axis.DateAxis,139,470,609
org.jfree.chart.plot.CategoryPlot,252,998,1250
org.jfree.chart.ChartUtils,81,0,81
org.jfree.chart.event.MarkerChangeListener,0,0,0
org.jfree.chart.plot.dial.DialBackground,8,29,37
org.jfree.chart.editor.DefaultAxisEditor,105,0,105
org.jfree.chart.event.PlotChangeEvent,1,2,3
org.jfree.data.json.impl.JSONValue,100,0,100
org.jfree.chart.plot.PiePlot,214,632,846
org.jfree.chart.annotations.Annotation,0,0,0
org.jfree.chart.editor.DefaultPlotEditor,204,0,204
org.jfree.chart.axis.DateTickUnitType,2,25,27
org.jfree.chart.renderer.xy.XYSplineRenderer,112,24,136
org.jfree.chart.annotations.XYPolygonAnnotation,40,36,76
org.jfree.data.xy.DefaultIntervalXYDataset,20,88,108
org.jfree.chart.renderer.category.LayeredBarRenderer,93,64,157
org.jfree.chart.entity.TitleEntity,28,5,33
org.jfree.chart.event.RendererChangeEvent,0,6,6
org.jfree.chart.text.G2TextMeasurer,0,5,5
org.jfree.chart.block.CenterArrangement,53,10,63
org.jfree.chart.labels.PieSectionLabelGenerator,0,0,0
org.jfree.chart.axis.Tick,3,24,27
org.jfree.data.statistics.BoxAndWhiskerItem,11,35,46
org.jfree.chart.plot.dial.AbstractDialLayer,8,19,27
org.jfree.data.category.CategoryToPieDataset,17,59,76
org.jfree.chart.urls.PieURLGenerator,0,0,0
org.jfree.chart.plot.CategoryCrosshairState,24,8,32
org.jfree.data.DefaultKeyedValues,10,92,102
org.jfree.data.statistics.DefaultBoxAndWhiskerXYDataset,15,86,101
org.jfree.data.statistics.BoxAndWhiskerCategoryDataset,0,0,0
org.jfree.chart.util.ShapeList,11,19,30
org.jfree.data.function.PolynomialFunction2D,5,8,13
org.jfree.chart.labels.StandardXYItemLabelGenerator,4,9,13
org.jfree.chart.ui.Size2D,14,5,19
org.jfree.chart.entity.JFreeChartEntity,28,5,33
org.jfree.chart.urls.XYURLGenerator,0,0,0
org.jfree.data.time.TimePeriodValues,16,109,125
org.jfree.chart.annotations.XYDrawableAnnotation,20,37,57
org.jfree.chart.servlet.ServletUtilities,79,0,79
org.jfree.chart.imagemap.StandardToolTipTagFragmentGenerator,0,2,2
org.jfree.chart.urls.CustomXYURLGenerator,7,36,43
org.jfree.data.xml.DatasetReader,24,0,24
org.jfree.chart.axis.CategoryAnchor,5,12,17
org.jfree.data.xy.CategoryTableXYDataset,16,36,52
org.jfree.chart.labels.CategoryToolTipGenerator,0,0,0
org.jfree.chart.renderer.xy.XYStepAreaRenderer,35,116,151
org.jfree.chart.renderer.category.GradientBarPainter,32,94,126
org.jfree.data.general.DefaultKeyedValues2DDataset,0,0,0
org.jfree.chart.entity.XYItemEntity,6,15,21
org.jfree.data.xy.YInterval,2,16,18
org.jfree.chart.axis.CategoryLabelPositions,21,35,56
org.jfree.chart.plot.DialShape,9,9,18
org.jfree.data.time.Quarter,18,66,84
org.jfree.data.xy.XYCoordinate,16,18,34
org.jfree.data.time.TimePeriodValue,9,18,27
org.jfree.chart.HashUtils,25,44,69
org.jfree.data.time.DynamicTimeSeriesCollection,198,0,198
org.jfree.chart.ui.StrokeSample,31,0,31
org.jfree.chart.plot.dial.ArcDialFrame,46,68,114
org.jfree.chart.util.SortOrder,1,1,2
org.jfree.data.gantt.XYTaskDataset,51,24,75
org.jfree.data.DomainInfo,0,0,0
org.jfree.chart.plot.dial.DialFrame,0,0,0
org.jfree.chart.axis.AxisLabelLocation,8,12,20
org.jfree.chart.labels.StandardXYZToolTipGenerator,26,17,43
org.jfree.chart.editor.DefaultChartEditorFactory,1,0,1
org.jfree.chart.block.BlockParams,4,5,9
org.jfree.chart.annotations.CategoryAnnotation,0,0,0
org.jfree.chart.ui.Layer,1,1,2
org.jfree.data.xy.XYDomainInfo,0,0,0
org.jfree.chart.axis.AxisSpace,29,54,83
org.jfree.chart.plot.PolarPlot,278,264,542
org.jfree.chart.encoders.SunPNGEncoderAdapter,8,0,8
org.jfree.chart.editor.ChartEditor,0,0,0
org.jfree.data.function.PowerFunction2D,3,14,17
org.jfree.data.ComparableObjectSeries,16,83,99
org.jfree.chart.plot.MeterInterval,6,31,37
org.jfree.data.xy.XYDataItem,7,37,44
org.jfree.data.time.DateRange,3,11,14
org.jfree.data.general.DatasetGroup,7,7,14
org.jfree.data.DefaultKeyedValue,7,15,22
org.jfree.chart.event.AnnotationChangeListener,0,0,0
org.jfree.data.function.Function2D,0,0,0
org.jfree.data.general.KeyedValueDataset,0,0,0
org.jfree.chart.util.Rotation,1,3,4
org.jfree.chart.block.BlockResult,0,3,3
org.jfree.data.xy.XYIntervalDataItem,5,17,22
org.jfree.chart.editor.DefaultNumberAxisEditor,44,0,44
org.jfree.data.xy.OHLCDataset,0,0,0
org.jfree.data.xy.VectorDataItem,8,6,14
org.jfree.chart.editor.DefaultValueAxisEditor,111,0,111
org.jfree.chart.resources.JFreeChartResources,1,0,1
org.jfree.chart.renderer.xy.XYBlockRenderer,63,48,111
org.jfree.data.RangeType,5,13,18
org.jfree.data.time.Month,18,98,116
org.jfree.chart.renderer.category.CategoryStepRenderer,56,30,86
org.jfree.chart.ui.HorizontalAlignment,3,16,19
org.jfree.data.category.CategoryRangeInfo,0,0,0
org.jfree.chart.title.DateTitle,1,4,5
org.jfree.chart.renderer.LookupPaintScale,6,78,84
org.jfree.chart.block.EntityBlockParams,0,0,0
org.jfree.data.general.WaferMapDataset,46,0,46
org.jfree.chart.renderer.category.ScatterRenderer,86,42,128
org.jfree.chart.urls.CustomCategoryURLGenerator,7,36,43
org.jfree.data.xy.YWithXInterval,2,16,18
org.jfree.data.general.Dataset,0,0,0
org.jfree.chart.block.LabelBlock,25,53,78
org.jfree.chart.plot.PlotOrientation,2,17,19
org.jfree.chart.axis.NumberAxis,58,269,327
org.jfree.chart.annotations.XYTextAnnotation,18,117,135
org.jfree.chart.renderer.category.AreaRenderer,76,37,113
org.jfree.chart.util.ObjectUtils,7,26,33
org.jfree.chart.axis.SymbolAxis,193,36,229
org.jfree.chart.axis.ValueTick,3,14,17
org.jfree.chart.plot.CenterTextMode,0,0,0
org.jfree.chart.JFreeChart,116,256,372
org.jfree.chart.util.PaintUtils,32,13,45
org.jfree.chart.renderer.xy.XYBarRenderer,209,113,322
org.jfree.chart.title.LegendTitle,28,143,171
org.jfree.chart.plot.dial.DialLayer,0,0,0
org.jfree.chart.ChartRenderingInfo,1,35,36
org.jfree.data.xy.WindDataset,0,0,0
org.jfree.data.xml.CategoryDatasetHandler,16,0,16
org.jfree.chart.renderer.xy.DeviationRenderer,68,13,81
org.jfree.data.statistics.SimpleHistogramDataset,32,41,73
org.jfree.chart.ui.UIUtils,42,0,42
org.jfree.chart.event.MarkerChangeEvent,0,3,3
org.jfree.data.time.SimpleTimePeriod,6,37,43
org.jfree.data.xy.XYIntervalSeriesCollection,17,39,56
org.jfree.chart.event.AxisChangeListener,0,0,0
org.jfree.chart.renderer.xy.ClusteredXYBarRenderer,73,33,106
org.jfree.chart.ui.StrokeChooserPanel,12,0,12
org.jfree.data.time.MovingAverage,65,29,94
org.jfree.chart.renderer.category.BoxAndWhiskerRenderer,102,212,314
org.jfree.data.xy.XYInterval,2,24,26
org.jfree.chart.entity.PlotEntity,30,3,33
org.jfree.data.xy.DefaultXYZDataset,16,68,84
org.jfree.data.KeyedObjects,24,59,83
org.jfree.chart.urls.XYZURLGenerator,0,0,0
org.jfree.chart.ui.GradientPaintTransformer,0,0,0
org.jfree.chart.block.ColumnArrangement,84,18,102
org.jfree.chart.renderer.NotOutlierException,1,0,1
org.jfree.chart.renderer.xy.StackedXYBarRenderer,91,22,113
org.jfree.data.general.AbstractDataset,6,22,28
org.jfree.chart.plot.Zoomable,0,0,0
